,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area_ISO3
496,"Rice, paddy",1997,591.0,77691.0,18.54,ARG
497,Sorghum,1997,591.0,77691.0,18.29,ARG
498,Sorghum,1997,591.0,77691.0,18.54,ARG
499,Soybeans,1997,591.0,77691.0,18.29,ARG
500,Soybeans,1997,591.0,77691.0,18.54,ARG
501,Sweet potatoes,1997,591.0,77691.0,18.29,ARG
502,Sweet potatoes,1997,591.0,77691.0,18.54,ARG
503,Wheat,1997,591.0,77691.0,18.29,ARG
504,Wheat,1997,591.0,77691.0,18.54,ARG
505,Cassava,1998,591.0,62397.0,17.23,ARG
506,Cassava,1998,591.0,62397.0,17.52,ARG
507,Maize,1998,591.0,62397.0,17.23,ARG
508,Maize,1998,591.0,62397.0,17.52,ARG
509,Potatoes,1998,591.0,62397.0,17.23,ARG
510,Potatoes,1998,591.0,62397.0,17.52,ARG
511,"Rice, paddy",1998,591.0,62397.0,17.23,ARG
512,"Rice, paddy",1998,591.0,62397.0,17.52,ARG
513,Sorghum,1998,591.0,62397.0,17.23,ARG
514,Sorghum,1998,591.0,62397.0,17.52,ARG
515,Soybeans,1998,591.0,62397.0,17.23,ARG
516,Soybeans,1998,591.0,62397.0,17.52,ARG
517,Sweet potatoes,1998,591.0,62397.0,17.23,ARG
518,Sweet potatoes,1998,591.0,62397.0,17.52,ARG
519,Wheat,1998,591.0,62397.0,17.23,ARG
520,Wheat,1998,591.0,62397.0,17.52,ARG
521,Cassava,1999,591.0,62831.39,17.15,ARG
522,Cassava,1999,591.0,62831.39,17.71,ARG
523,Maize,1999,591.0,62831.39,17.15,ARG
524,Maize,1999,591.0,62831.39,17.71,ARG
525,Potatoes,1999,591.0,62831.39,17.15,ARG
526,Potatoes,1999,591.0,62831.39,17.71,ARG
527,"Rice, paddy",1999,591.0,62831.39,17.15,ARG
528,"Rice, paddy",1999,591.0,62831.39,17.71,ARG
529,Sorghum,1999,591.0,62831.39,17.15,ARG
530,Sorghum,1999,591.0,62831.39,17.71,ARG
531,Soybeans,1999,591.0,62831.39,17.15,ARG
532,Soybeans,1999,591.0,62831.39,17.71,ARG
533,Sweet potatoes,1999,591.0,62831.39,17.15,ARG
534,Sweet potatoes,1999,591.0,62831.39,17.71,ARG
535,Wheat,1999,591.0,62831.39,17.15,ARG
536,Wheat,1999,591.0,62831.39,17.71,ARG
537,Cassava,2000,591.0,63265.78,16.98,ARG
538,Cassava,2000,591.0,63265.78,17.66,ARG
539,Maize,2000,591.0,63265.78,16.98,ARG
540,Maize,2000,591.0,63265.78,17.66,ARG
541,Potatoes,2000,591.0,63265.78,16.98,ARG
542,Potatoes,2000,591.0,63265.78,17.66,ARG
543,"Rice, paddy",2000,591.0,63265.78,16.98,ARG
544,"Rice, paddy",2000,591.0,63265.78,17.66,ARG
545,Sorghum,2000,591.0,63265.78,16.98,ARG
546,Sorghum,2000,591.0,63265.78,17.66,ARG
547,Soybeans,2000,591.0,63265.78,16.98,ARG
548,Soybeans,2000,591.0,63265.78,17.66,ARG
549,Sweet potatoes,2000,591.0,63265.78,16.98,ARG
550,Sweet potatoes,2000,591.0,63265.78,17.66,ARG
551,Wheat,2000,591.0,63265.78,16.98,ARG
552,Wheat,2000,591.0,63265.78,17.66,ARG
553,Cassava,2001,591.0,63700.17,17.71,ARG
554,Cassava,2001,591.0,63700.17,18.42,ARG
555,Maize,2001,591.0,63700.17,17.71,ARG
556,Maize,2001,591.0,63700.17,18.42,ARG
557,Potatoes,2001,591.0,63700.17,17.71,ARG
558,Potatoes,2001,591.0,63700.17,18.42,ARG
559,"Rice, paddy",2001,591.0,63700.17,17.71,ARG
560,"Rice, paddy",2001,591.0,63700.17,18.42,ARG
561,Sorghum,2001,591.0,63700.17,17.71,ARG
562,Sorghum,2001,591.0,63700.17,18.42,ARG
563,Soybeans,2001,591.0,63700.17,17.71,ARG
564,Soybeans,2001,591.0,63700.17,18.42,ARG
565,Sweet potatoes,2001,591.0,63700.17,17.71,ARG
566,Sweet potatoes,2001,591.0,63700.17,18.42,ARG
567,Wheat,2001,591.0,63700.17,17.71,ARG
568,Wheat,2001,591.0,63700.17,18.42,ARG
569,Cassava,2002,591.0,64134.56,17.58,ARG
570,Cassava,2002,591.0,64134.56,18.07,ARG
571,Maize,2002,591.0,64134.56,17.58,ARG
572,Maize,2002,591.0,64134.56,18.07,ARG
573,Potatoes,2002,591.0,64134.56,17.58,ARG
574,Potatoes,2002,591.0,64134.56,18.07,ARG
575,"Rice, paddy",2002,591.0,64134.56,17.58,ARG
576,"Rice, paddy",2002,591.0,64134.56,18.07,ARG
577,Sorghum,2002,591.0,64134.56,17.58,ARG
578,Sorghum,2002,591.0,64134.56,18.07,ARG
579,Soybeans,2002,591.0,64134.56,17.58,ARG
580,Soybeans,2002,591.0,64134.56,18.07,ARG
581,Sweet potatoes,2002,591.0,64134.56,17.58,ARG
582,Sweet potatoes,2002,591.0,64134.56,18.07,ARG
583,Wheat,2002,591.0,64134.56,17.58,ARG
584,Wheat,2002,591.0,64134.56,18.07,ARG
585,Cassava,2004,591.0,65003.34,17.67,ARG
586,Cassava,2004,591.0,65003.34,18.11,ARG
587,Maize,2004,591.0,65003.34,17.67,ARG
588,Maize,2004,591.0,65003.34,18.11,ARG
589,Potatoes,2004,591.0,65003.34,17.67,ARG
590,Potatoes,2004,591.0,65003.34,18.11,ARG
591,"Rice, paddy",2004,591.0,65003.34,17.67,ARG
592,"Rice, paddy",2004,591.0,65003.34,18.11,ARG
593,Sorghum,2004,591.0,65003.34,17.67,ARG
594,Sorghum,2004,591.0,65003.34,18.11,ARG
595,Soybeans,2004,591.0,65003.34,17.67,ARG
596,Soybeans,2004,591.0,65003.34,18.11,ARG
597,Sweet potatoes,2004,591.0,65003.34,17.67,ARG
598,Sweet potatoes,2004,591.0,65003.34,18.11,ARG
599,Wheat,2004,591.0,65003.34,17.67,ARG
600,Wheat,2004,591.0,65003.34,18.11,ARG
601,Cassava,2005,591.0,65437.73,17.32,ARG
602,Cassava,2005,591.0,65437.73,17.83,ARG
603,Maize,2005,591.0,65437.73,17.32,ARG
604,Maize,2005,591.0,65437.73,17.83,ARG
605,Potatoes,2005,591.0,65437.73,17.32,ARG
606,Potatoes,2005,591.0,65437.73,17.83,ARG
607,"Rice, paddy",2005,591.0,65437.73,17.32,ARG
608,"Rice, paddy",2005,591.0,65437.73,17.83,ARG
609,Sorghum,2005,591.0,65437.73,17.32,ARG
610,Sorghum,2005,591.0,65437.73,17.83,ARG
611,Soybeans,2005,591.0,65437.73,17.32,ARG
612,Soybeans,2005,591.0,65437.73,17.83,ARG
613,Sweet potatoes,2005,591.0,65437.73,17.32,ARG
614,Sweet potatoes,2005,591.0,65437.73,17.83,ARG
615,Wheat,2005,591.0,65437.73,17.32,ARG
616,Wheat,2005,591.0,65437.73,17.83,ARG
617,Cassava,2006,591.0,65872.12,18.1,ARG
618,Cassava,2006,591.0,65872.12,18.35,ARG
619,Maize,2006,591.0,65872.12,18.1,ARG
620,Maize,2006,591.0,65872.12,18.35,ARG
621,Potatoes,2006,591.0,65872.12,18.1,ARG
622,Potatoes,2006,591.0,65872.12,18.35,ARG
623,"Rice, paddy",2006,591.0,65872.12,18.1,ARG
624,"Rice, paddy",2006,591.0,65872.12,18.35,ARG
625,Sorghum,2006,591.0,65872.12,18.1,ARG
626,Sorghum,2006,591.0,65872.12,18.35,ARG
627,Soybeans,2006,591.0,65872.12,18.1,ARG
628,Soybeans,2006,591.0,65872.12,18.35,ARG
629,Sweet potatoes,2006,591.0,65872.12,18.1,ARG
630,Sweet potatoes,2006,591.0,65872.12,18.35,ARG
631,Wheat,2006,591.0,65872.12,18.1,ARG
632,Wheat,2006,591.0,65872.12,18.35,ARG
633,Cassava,2007,591.0,81582.64,16.71,ARG
634,Cassava,2007,591.0,81582.64,17.14,ARG
635,Maize,2007,591.0,81582.64,16.71,ARG
636,Maize,2007,591.0,81582.64,17.14,ARG
637,Potatoes,2007,591.0,81582.64,16.71,ARG
638,Potatoes,2007,591.0,81582.64,17.14,ARG
639,"Rice, paddy",2007,591.0,81582.64,16.71,ARG
640,"Rice, paddy",2007,591.0,81582.64,17.14,ARG
641,Sorghum,2007,591.0,81582.64,16.71,ARG
642,Sorghum,2007,591.0,81582.64,17.14,ARG
643,Soybeans,2007,591.0,81582.64,16.71,ARG
644,Soybeans,2007,591.0,81582.64,17.14,ARG
645,Sweet potatoes,2007,591.0,81582.64,16.71,ARG
646,Sweet potatoes,2007,591.0,81582.64,17.14,ARG
647,Wheat,2007,591.0,81582.64,16.71,ARG
648,Wheat,2007,591.0,81582.64,17.14,ARG
649,Cassava,2008,591.0,87149.01,17.71,ARG
650,Cassava,2008,591.0,87149.01,18.39,ARG
651,Maize,2008,591.0,87149.01,17.71,ARG
652,Maize,2008,591.0,87149.01,18.39,ARG
653,Potatoes,2008,591.0,87149.01,17.71,ARG
654,Potatoes,2008,591.0,87149.01,18.39,ARG
655,"Rice, paddy",2008,591.0,87149.01,17.71,ARG
656,"Rice, paddy",2008,591.0,87149.01,18.39,ARG
657,Sorghum,2008,591.0,87149.01,17.71,ARG
658,Sorghum,2008,591.0,87149.01,18.39,ARG
659,Soybeans,2008,591.0,87149.01,17.71,ARG
660,Soybeans,2008,591.0,87149.01,18.39,ARG
661,Sweet potatoes,2008,591.0,87149.01,17.71,ARG
662,Sweet potatoes,2008,591.0,87149.01,18.39,ARG
663,Wheat,2008,591.0,87149.01,17.71,ARG
664,Wheat,2008,591.0,87149.01,18.39,ARG
665,Cassava,2009,591.0,61586.56,18.16,ARG
666,Cassava,2009,591.0,61586.56,18.09,ARG
667,Maize,2009,591.0,61586.56,18.16,ARG
668,Maize,2009,591.0,61586.56,18.09,ARG
669,Potatoes,2009,591.0,61586.56,18.16,ARG
670,Potatoes,2009,591.0,61586.56,18.09,ARG
671,"Rice, paddy",2009,591.0,61586.56,18.16,ARG
672,"Rice, paddy",2009,591.0,61586.56,18.09,ARG
673,Sorghum,2009,591.0,61586.56,18.16,ARG
674,Sorghum,2009,591.0,61586.56,18.09,ARG
675,Soybeans,2009,591.0,61586.56,18.16,ARG
676,Soybeans,2009,591.0,61586.56,18.09,ARG
677,Sweet potatoes,2009,591.0,61586.56,18.16,ARG
678,Sweet potatoes,2009,591.0,61586.56,18.09,ARG
679,Wheat,2009,591.0,61586.56,18.16,ARG
680,Wheat,2009,591.0,61586.56,18.09,ARG
681,Cassava,2010,591.0,105915.04,17.33,ARG
682,Cassava,2010,591.0,105915.04,17.84,ARG
683,Maize,2010,591.0,105915.04,17.33,ARG
684,Maize,2010,591.0,105915.04,17.84,ARG
685,Potatoes,2010,591.0,105915.04,17.33,ARG
686,Potatoes,2010,591.0,105915.04,17.84,ARG
687,"Rice, paddy",2010,591.0,105915.04,17.33,ARG
688,"Rice, paddy",2010,591.0,105915.04,17.84,ARG
689,Sorghum,2010,591.0,105915.04,17.33,ARG
690,Sorghum,2010,591.0,105915.04,17.84,ARG
691,Soybeans,2010,591.0,105915.04,17.33,ARG
692,Soybeans,2010,591.0,105915.04,17.84,ARG
693,Sweet potatoes,2010,591.0,105915.04,17.33,ARG
694,Sweet potatoes,2010,591.0,105915.04,17.84,ARG
695,Wheat,2010,591.0,105915.04,17.33,ARG
696,Wheat,2010,591.0,105915.04,17.84,ARG
697,Cassava,2011,591.0,100424.62,17.58,ARG
698,Cassava,2011,591.0,100424.62,17.93,ARG
699,Maize,2011,591.0,100424.62,17.58,ARG
700,Maize,2011,591.0,100424.62,17.93,ARG
701,Potatoes,2011,591.0,100424.62,17.58,ARG
702,Potatoes,2011,591.0,100424.62,17.93,ARG
703,"Rice, paddy",2011,591.0,100424.62,17.58,ARG
704,"Rice, paddy",2011,591.0,100424.62,17.93,ARG
705,Sorghum,2011,591.0,100424.62,17.58,ARG
706,Sorghum,2011,591.0,100424.62,17.93,ARG
707,Soybeans,2011,591.0,100424.62,17.58,ARG
708,Soybeans,2011,591.0,100424.62,17.93,ARG
709,Sweet potatoes,2011,591.0,100424.62,17.58,ARG
710,Sweet potatoes,2011,591.0,100424.62,17.93,ARG
711,Wheat,2011,591.0,100424.62,17.58,ARG
712,Wheat,2011,591.0,100424.62,17.93,ARG
713,Cassava,2012,591.0,136185.08,18.18,ARG
714,Cassava,2012,591.0,136185.08,18.43,ARG
715,Maize,2012,591.0,136185.08,18.18,ARG
716,Maize,2012,591.0,136185.08,18.43,ARG
717,Potatoes,2012,591.0,136185.08,18.18,ARG
718,Potatoes,2012,591.0,136185.08,18.43,ARG
719,"Rice, paddy",2012,591.0,136185.08,18.18,ARG
720,"Rice, paddy",2012,591.0,136185.08,18.43,ARG
721,Sorghum,2012,591.0,136185.08,18.18,ARG
722,Sorghum,2012,591.0,136185.08,18.43,ARG
723,Soybeans,2012,591.0,136185.08,18.18,ARG
724,Soybeans,2012,591.0,136185.08,18.43,ARG
725,Sweet potatoes,2012,591.0,136185.08,18.18,ARG
726,Sweet potatoes,2012,591.0,136185.08,18.43,ARG
727,Wheat,2012,591.0,136185.08,18.18,ARG
728,Wheat,2012,591.0,136185.08,18.43,ARG
729,Cassava,2013,591.0,171945.54,16.45,ARG
730,Cassava,2013,591.0,171945.54,16.88,ARG
731,Maize,2013,591.0,171945.54,16.45,ARG
732,Maize,2013,591.0,171945.54,16.88,ARG
733,Potatoes,2013,591.0,171945.54,16.45,ARG
734,Potatoes,2013,591.0,171945.54,16.88,ARG
735,"Rice, paddy",2013,591.0,171945.54,16.45,ARG
736,"Rice, paddy",2013,591.0,171945.54,16.88,ARG
737,Sorghum,2013,591.0,171945.54,16.45,ARG
738,Sorghum,2013,591.0,171945.54,16.88,ARG
739,Soybeans,2013,591.0,171945.54,16.45,ARG
740,Soybeans,2013,591.0,171945.54,16.88,ARG
741,Sweet potatoes,2013,591.0,171945.54,16.45,ARG
742,Sweet potatoes,2013,591.0,171945.54,16.88,ARG
743,Wheat,2013,591.0,171945.54,16.45,ARG
744,Wheat,2013,591.0,171945.54,16.88,ARG
745,Maize,1992,562.0,8.0,7.44,ARM
746,Potatoes,1992,562.0,8.0,7.44,ARM
747,Wheat,1992,562.0,8.0,7.44,ARM
748,Maize,1993,562.0,8.0,7.69,ARM
749,Potatoes,1993,562.0,8.0,7.69,ARM
750,Wheat,1993,562.0,8.0,7.69,ARM
751,Maize,1994,562.0,23.0,8.84,ARM
752,Potatoes,1994,562.0,23.0,8.84,ARM
753,Wheat,1994,562.0,23.0,8.84,ARM
754,Maize,1995,562.0,23.9,9.76,ARM
755,Potatoes,1995,562.0,23.9,9.76,ARM
756,Wheat,1995,562.0,23.9,9.76,ARM
757,Maize,1996,562.0,32.0,9.55,ARM
758,Potatoes,1996,562.0,32.0,9.55,ARM
759,Wheat,1996,562.0,32.0,9.55,ARM
760,Maize,1997,562.0,41.46,9.1,ARM
761,Potatoes,1997,562.0,41.46,9.1,ARM
762,Wheat,1997,562.0,41.46,9.1,ARM
763,Maize,1998,562.0,50.92,10.28,ARM
764,Potatoes,1998,562.0,50.92,10.28,ARM
765,Wheat,1998,562.0,50.92,10.28,ARM
766,Maize,1999,562.0,60.38,10.11,ARM
767,Potatoes,1999,562.0,60.38,10.11,ARM
768,Wheat,1999,562.0,60.38,10.11,ARM
769,Maize,2000,562.0,69.85,9.68,ARM
770,Potatoes,2000,562.0,69.85,9.68,ARM
771,Wheat,2000,562.0,69.85,9.68,ARM
772,Maize,2001,562.0,79.31,10.18,ARM
773,Potatoes,2001,562.0,79.31,10.18,ARM
774,Wheat,2001,562.0,79.31,10.18,ARM
775,Maize,2002,562.0,88.77,9.41,ARM
776,Potatoes,2002,562.0,88.77,9.41,ARM
777,Wheat,2002,562.0,88.77,9.41,ARM
778,Maize,2004,562.0,204.77,9.55,ARM
779,Potatoes,2004,562.0,204.77,9.55,ARM
780,Wheat,2004,562.0,204.77,9.55,ARM
781,Maize,2005,562.0,220.51,9.58,ARM
782,Potatoes,2005,562.0,220.51,9.58,ARM
783,Wheat,2005,562.0,220.51,9.58,ARM
784,Maize,2006,562.0,227.55,9.89,ARM
785,Potatoes,2006,562.0,227.55,9.89,ARM
786,Wheat,2006,562.0,227.55,9.89,ARM
787,Maize,2007,562.0,241.71,9.44,ARM
788,Potatoes,2007,562.0,241.71,9.44,ARM
789,Wheat,2007,562.0,241.71,9.44,ARM
790,Maize,2008,562.0,218.2,9.51,ARM
791,Potatoes,2008,562.0,218.2,9.51,ARM
792,Wheat,2008,562.0,218.2,9.51,ARM
793,Maize,2009,562.0,198.36,9.67,ARM
794,Potatoes,2009,562.0,198.36,9.67,ARM
795,Wheat,2009,562.0,198.36,9.67,ARM
796,Maize,2010,562.0,278.72,11.31,ARM
797,Potatoes,2010,562.0,278.72,11.31,ARM
798,Wheat,2010,562.0,278.72,11.31,ARM
799,Maize,2011,562.0,278.72,8.93,ARM
800,Potatoes,2011,562.0,278.72,8.93,ARM
801,Wheat,2011,562.0,278.72,8.93,ARM
802,Maize,2012,562.0,278.72,10.2,ARM
803,Potatoes,2012,562.0,278.72,10.2,ARM
804,Wheat,2012,562.0,278.72,10.2,ARM
805,Maize,2013,562.0,278.72,11.08,ARM
806,Potatoes,2013,562.0,278.72,11.08,ARM
807,Wheat,2013,562.0,278.72,11.08,ARM
808,Maize,1990,534.0,17866.0,16.8,AUS
809,Maize,1990,534.0,17866.0,20.06,AUS
810,Maize,1990,534.0,17866.0,12.11,AUS
811,Maize,1990,534.0,17866.0,14.16,AUS
812,Maize,1990,534.0,17866.0,18.05,AUS
813,Maize,1990,534.0,17866.0,17.47,AUS
814,Potatoes,1990,534.0,17866.0,16.8,AUS
815,Potatoes,1990,534.0,17866.0,20.06,AUS
816,Potatoes,1990,534.0,17866.0,12.11,AUS
817,Potatoes,1990,534.0,17866.0,14.16,AUS
818,Potatoes,1990,534.0,17866.0,18.05,AUS
819,Potatoes,1990,534.0,17866.0,17.47,AUS
820,"Rice, paddy",1990,534.0,17866.0,16.8,AUS
821,"Rice, paddy",1990,534.0,17866.0,20.06,AUS
822,"Rice, paddy",1990,534.0,17866.0,12.11,AUS
823,"Rice, paddy",1990,534.0,17866.0,14.16,AUS
824,"Rice, paddy",1990,534.0,17866.0,18.05,AUS
825,"Rice, paddy",1990,534.0,17866.0,17.47,AUS
826,Sorghum,1990,534.0,17866.0,16.8,AUS
827,Sorghum,1990,534.0,17866.0,20.06,AUS
828,Sorghum,1990,534.0,17866.0,12.11,AUS
829,Sorghum,1990,534.0,17866.0,14.16,AUS
830,Sorghum,1990,534.0,17866.0,18.05,AUS
831,Sorghum,1990,534.0,17866.0,17.47,AUS
832,Soybeans,1990,534.0,17866.0,16.8,AUS
833,Soybeans,1990,534.0,17866.0,20.06,AUS
834,Soybeans,1990,534.0,17866.0,12.11,AUS
835,Soybeans,1990,534.0,17866.0,14.16,AUS
836,Soybeans,1990,534.0,17866.0,18.05,AUS
837,Soybeans,1990,534.0,17866.0,17.47,AUS
838,Sweet potatoes,1990,534.0,17866.0,16.8,AUS
839,Sweet potatoes,1990,534.0,17866.0,20.06,AUS
840,Sweet potatoes,1990,534.0,17866.0,12.11,AUS
841,Sweet potatoes,1990,534.0,17866.0,14.16,AUS
842,Sweet potatoes,1990,534.0,17866.0,18.05,AUS
843,Sweet potatoes,1990,534.0,17866.0,17.47,AUS
844,Wheat,1990,534.0,17866.0,16.8,AUS
845,Wheat,1990,534.0,17866.0,20.06,AUS
846,Wheat,1990,534.0,17866.0,12.11,AUS
847,Wheat,1990,534.0,17866.0,14.16,AUS
848,Wheat,1990,534.0,17866.0,18.05,AUS
849,Wheat,1990,534.0,17866.0,17.47,AUS
850,Maize,1991,534.0,17866.0,16.78,AUS
851,Maize,1991,534.0,17866.0,20.29,AUS
852,Maize,1991,534.0,17866.0,12.22,AUS
853,Maize,1991,534.0,17866.0,13.77,AUS
854,Maize,1991,534.0,17866.0,18.73,AUS
855,Maize,1991,534.0,17866.0,17.85,AUS
856,Potatoes,1991,534.0,17866.0,16.78,AUS
857,Potatoes,1991,534.0,17866.0,20.29,AUS
858,Potatoes,1991,534.0,17866.0,12.22,AUS
859,Potatoes,1991,534.0,17866.0,13.77,AUS
860,Potatoes,1991,534.0,17866.0,18.73,AUS
861,Potatoes,1991,534.0,17866.0,17.85,AUS
862,"Rice, paddy",1991,534.0,17866.0,16.78,AUS
863,"Rice, paddy",1991,534.0,17866.0,20.29,AUS
864,"Rice, paddy",1991,534.0,17866.0,12.22,AUS
865,"Rice, paddy",1991,534.0,17866.0,13.77,AUS
866,"Rice, paddy",1991,534.0,17866.0,18.73,AUS
867,"Rice, paddy",1991,534.0,17866.0,17.85,AUS
868,Sorghum,1991,534.0,17866.0,16.78,AUS
869,Sorghum,1991,534.0,17866.0,20.29,AUS
870,Sorghum,1991,534.0,17866.0,12.22,AUS
871,Sorghum,1991,534.0,17866.0,13.77,AUS
872,Sorghum,1991,534.0,17866.0,18.73,AUS
873,Sorghum,1991,534.0,17866.0,17.85,AUS
874,Soybeans,1991,534.0,17866.0,16.78,AUS
875,Soybeans,1991,534.0,17866.0,20.29,AUS
876,Soybeans,1991,534.0,17866.0,12.22,AUS
877,Soybeans,1991,534.0,17866.0,13.77,AUS
878,Soybeans,1991,534.0,17866.0,18.73,AUS
879,Soybeans,1991,534.0,17866.0,17.85,AUS
880,Sweet potatoes,1991,534.0,17866.0,16.78,AUS
881,Sweet potatoes,1991,534.0,17866.0,20.29,AUS
882,Sweet potatoes,1991,534.0,17866.0,12.22,AUS
883,Sweet potatoes,1991,534.0,17866.0,13.77,AUS
884,Sweet potatoes,1991,534.0,17866.0,18.73,AUS
885,Sweet potatoes,1991,534.0,17866.0,17.85,AUS
886,Wheat,1991,534.0,17866.0,16.78,AUS
887,Wheat,1991,534.0,17866.0,20.29,AUS
888,Wheat,1991,534.0,17866.0,12.22,AUS
889,Wheat,1991,534.0,17866.0,13.77,AUS
890,Wheat,1991,534.0,17866.0,18.73,AUS
891,Wheat,1991,534.0,17866.0,17.85,AUS
892,Maize,1992,534.0,22234.0,15.78,AUS
893,Maize,1992,534.0,22234.0,19.79,AUS
894,Maize,1992,534.0,22234.0,11.21,AUS
895,Maize,1992,534.0,22234.0,13.31,AUS
896,Maize,1992,534.0,22234.0,18.45,AUS
897,Maize,1992,534.0,22234.0,16.89,AUS
898,Potatoes,1992,534.0,22234.0,15.78,AUS
899,Potatoes,1992,534.0,22234.0,19.79,AUS
900,Potatoes,1992,534.0,22234.0,11.21,AUS
901,Potatoes,1992,534.0,22234.0,13.31,AUS
902,Potatoes,1992,534.0,22234.0,18.45,AUS
903,Potatoes,1992,534.0,22234.0,16.89,AUS
904,"Rice, paddy",1992,534.0,22234.0,15.78,AUS
905,"Rice, paddy",1992,534.0,22234.0,19.79,AUS
906,"Rice, paddy",1992,534.0,22234.0,11.21,AUS
907,"Rice, paddy",1992,534.0,22234.0,13.31,AUS
908,"Rice, paddy",1992,534.0,22234.0,18.45,AUS
909,"Rice, paddy",1992,534.0,22234.0,16.89,AUS
910,Sorghum,1992,534.0,22234.0,15.78,AUS
911,Sorghum,1992,534.0,22234.0,19.79,AUS
912,Sorghum,1992,534.0,22234.0,11.21,AUS
913,Sorghum,1992,534.0,22234.0,13.31,AUS
914,Sorghum,1992,534.0,22234.0,18.45,AUS
915,Sorghum,1992,534.0,22234.0,16.89,AUS
916,Soybeans,1992,534.0,22234.0,15.78,AUS
917,Soybeans,1992,534.0,22234.0,19.79,AUS
918,Soybeans,1992,534.0,22234.0,11.21,AUS
919,Soybeans,1992,534.0,22234.0,13.31,AUS
920,Soybeans,1992,534.0,22234.0,18.45,AUS
921,Soybeans,1992,534.0,22234.0,16.89,AUS
922,Sweet potatoes,1992,534.0,22234.0,15.78,AUS
923,Sweet potatoes,1992,534.0,22234.0,19.79,AUS
924,Sweet potatoes,1992,534.0,22234.0,11.21,AUS
925,Sweet potatoes,1992,534.0,22234.0,13.31,AUS
926,Sweet potatoes,1992,534.0,22234.0,18.45,AUS
927,Sweet potatoes,1992,534.0,22234.0,16.89,AUS
928,Wheat,1992,534.0,22234.0,15.78,AUS
929,Wheat,1992,534.0,22234.0,19.79,AUS
930,Wheat,1992,534.0,22234.0,11.21,AUS
931,Wheat,1992,534.0,22234.0,13.31,AUS
932,Wheat,1992,534.0,22234.0,18.45,AUS
933,Wheat,1992,534.0,22234.0,16.89,AUS
934,Maize,1993,534.0,23899.0,16.71,AUS
935,Maize,1993,534.0,23899.0,20.19,AUS
936,Maize,1993,534.0,23899.0,11.84,AUS
937,Maize,1993,534.0,23899.0,13.81,AUS
938,Maize,1993,534.0,23899.0,18.03,AUS
939,Maize,1993,534.0,23899.0,17.42,AUS
940,Potatoes,1993,534.0,23899.0,16.71,AUS
941,Potatoes,1993,534.0,23899.0,20.19,AUS
942,Potatoes,1993,534.0,23899.0,11.84,AUS
943,Potatoes,1993,534.0,23899.0,13.81,AUS
944,Potatoes,1993,534.0,23899.0,18.03,AUS
945,Potatoes,1993,534.0,23899.0,17.42,AUS
946,"Rice, paddy",1993,534.0,23899.0,16.71,AUS
947,"Rice, paddy",1993,534.0,23899.0,20.19,AUS
948,"Rice, paddy",1993,534.0,23899.0,11.84,AUS
949,"Rice, paddy",1993,534.0,23899.0,13.81,AUS
950,"Rice, paddy",1993,534.0,23899.0,18.03,AUS
951,"Rice, paddy",1993,534.0,23899.0,17.42,AUS
952,Sorghum,1993,534.0,23899.0,16.71,AUS
953,Sorghum,1993,534.0,23899.0,20.19,AUS
954,Sorghum,1993,534.0,23899.0,11.84,AUS
955,Sorghum,1993,534.0,23899.0,13.81,AUS
956,Sorghum,1993,534.0,23899.0,18.03,AUS
957,Sorghum,1993,534.0,23899.0,17.42,AUS
958,Soybeans,1993,534.0,23899.0,16.71,AUS
959,Soybeans,1993,534.0,23899.0,20.19,AUS
960,Soybeans,1993,534.0,23899.0,11.84,AUS
961,Soybeans,1993,534.0,23899.0,13.81,AUS
962,Soybeans,1993,534.0,23899.0,18.03,AUS
963,Soybeans,1993,534.0,23899.0,17.42,AUS
964,Sweet potatoes,1993,534.0,23899.0,16.71,AUS
965,Sweet potatoes,1993,534.0,23899.0,20.19,AUS
966,Sweet potatoes,1993,534.0,23899.0,11.84,AUS
967,Sweet potatoes,1993,534.0,23899.0,13.81,AUS
968,Sweet potatoes,1993,534.0,23899.0,18.03,AUS
969,Sweet potatoes,1993,534.0,23899.0,17.42,AUS
970,Wheat,1993,534.0,23899.0,16.71,AUS
971,Wheat,1993,534.0,23899.0,20.19,AUS
972,Wheat,1993,534.0,23899.0,11.84,AUS
973,Wheat,1993,534.0,23899.0,13.81,AUS
974,Wheat,1993,534.0,23899.0,18.03,AUS
975,Wheat,1993,534.0,23899.0,17.42,AUS
976,Maize,1994,534.0,21057.0,16.43,AUS
977,Maize,1994,534.0,21057.0,19.59,AUS
978,Maize,1994,534.0,21057.0,11.6,AUS
979,Maize,1994,534.0,21057.0,13.52,AUS
980,Maize,1994,534.0,21057.0,19.17,AUS
981,Maize,1994,534.0,21057.0,17.36,AUS
982,Potatoes,1994,534.0,21057.0,16.43,AUS
983,Potatoes,1994,534.0,21057.0,19.59,AUS
984,Potatoes,1994,534.0,21057.0,11.6,AUS
985,Potatoes,1994,534.0,21057.0,13.52,AUS
986,Potatoes,1994,534.0,21057.0,19.17,AUS
987,Potatoes,1994,534.0,21057.0,17.36,AUS
988,"Rice, paddy",1994,534.0,21057.0,16.43,AUS
989,"Rice, paddy",1994,534.0,21057.0,19.59,AUS
990,"Rice, paddy",1994,534.0,21057.0,11.6,AUS
991,"Rice, paddy",1994,534.0,21057.0,13.52,AUS
992,"Rice, paddy",1994,534.0,21057.0,19.17,AUS
